"Dist Code","Year","State Code","State Name","Dist Name","RICE PRODUCTION (1000 tons)","KHARIF SORGHUM PRODUCTION (1000 tons)","RABI SORGHUM PRODUCTION (1000 tons)","SORGHUM PRODUCTION (1000 tons)","PEARL MILLET PRODUCTION (1000 tons)","MAIZE PRODUCTION (1000 tons)","CHICKPEA PRODUCTION (1000 tons)","PIGEONPEA PRODUCTION (1000 tons)","SOYABEAN PRODUCTION (1000 tons)","COTTON PRODUCTION (1000 tons)"
"176","2017","9","Punjab","Patiala","1359.15","0.0","0.0","0.0","0.0","16.5","0.05","0.1","0.0","0.72"
"177","2009","4","Haryana","Hissar","620.24","2.84","0.0","2.84","247.51","0.0","44.82","0.92","0.0","291.46"
"177","2010","4","Haryana","Hissar","687.24","0.0","0.0","0.0","396.46","0.0","75.86","0.0","0.0","258.08"
"177","2011","4","Haryana","Hissar","671.66","0.0","0.0","0.0","330.58","0.0","50.82","0.0","0.0","376.61"
"177","2012","4","Haryana","Hissar","730.4","0.0","0.0","0.0","157.33","0.0","32.59","0.74","0.0","331.33"
"177","2013","4","Haryana","Hissar","773.85","0.71","0.0","0.71","146.69","0.0","44.98","0.71","0.0","277.5"
"177","2014","4","Haryana","Hissar","822.3","0.71","0.0","0.71","119.23","0.0","29.75","0.0","0.0","257.88"
"177","2015","4","Haryana","Hissar","930.63","0.71","0.0","0.71","91.28","0.0","20.81","0.0","0.0","132.11"
"177","2016","4","Haryana","Hissar","1031.73","0.0","0.0","1.42","236.19","0.0","24.16","0.0","0.0","289.11"
"177","2017","4","Haryana","Hissar","1077.83","0.0","0.0","0.71","144.55","0.0","25.1","0.0","0.0","202.1"
"180","2009","4","Haryana","Gurgaon","141.0","11.0","0.0","11.0","126.0","0.0","1.0","1.9","0.0","0.0"
"180","2010","4","Haryana","Gurgaon","140.0","13.0","0.0","13.0","123.0","0.0","1.0","0.0","0.0","0.0"
"180","2011","4","Haryana","Gurgaon","149.0","12.0","0.0","12.0","139.0","0.0","1.0","0.0","0.0","0.0"
"180","2012","4","Haryana","Gurgaon","134.0","8.5","0.0","8.5","132.0","0.0","0.0","2.52","0.0","0.68"
"180","2013","4","Haryana","Gurgaon","149.0","11.0","0.0","11.0","138.0","0.0","1.0","1.9","0.0","0.68"
"180","2014","4","Haryana","Gurgaon","159.0","8.0","0.0","8.0","120.0","0.0","0.0","0.0","0.0","2.55"
"180","2015","4","Haryana","Gurgaon","138.0","9.0","0.0","9.0","126.0","0.0","1.0","0.0","0.0","3.06"
"180","2016","4","Haryana","Gurgaon","166.0","0.0","0.0","15.0","128.0","0.0","0.3","0.0","0.0","7.2"
"180","2017","4","Haryana","Gurgaon","174.0","0.0","0.0","9.0","137.0","0.0","1.0","0.0","0.0","10.08"
"181","2009","4","Haryana","Jind","379.16","0.0","0.0","0.0","82.6","0.0","0.0","1.1","0.0","24.34"
"181","2010","4","Haryana","Jind","362.48","0.0","0.0","0.0","91.52","0.0","0.0","0.0","0.0","27.36"
"181","2011","4","Haryana","Jind","379.98","0.0","0.0","0.0","60.7","0.0","0.0","0.0","0.0","44.48"
"181","2012","4","Haryana","Jind","410.16","0.0","0.0","0.0","49.34","0.0","0.0","0.07","0.0","42.92"
"181","2013","4","Haryana","Jind","417.6","0.0","0.0","0.0","35.8","0.0","0.0","0.0","0.0","40.71"
"181","2014","4","Haryana","Jind","423.6","0.0","0.0","0.0","22.9","0.0","0.0","0.0","0.0","37.39"
"181","2015","4","Haryana","Jind","401.2","0.0","0.0","0.0","22.72","0.0","0.0","0.0","0.0","13.95"
"181","2016","4","Haryana","Jind","448.36","0.0","0.0","0.0","35.08","0.0","0.0","0.0","0.0","32.08"
"181","2017","4","Haryana","Jind","491.38","0.0","0.0","0.0","25.08","0.0","0.0","0.0","0.0","31.85"
"182","2009","4","Haryana","Mahendragarh / Narnaul","17.11","1.16","0.0","1.16","319.88","0.0","14.18","0.66","0.0","4.83"
"182","2010","4","Haryana","Mahendragarh / Narnaul","19.72","0.87","0.0","0.87","404.16","0.0","31.14","0.0","0.0","6.35"
"182","2011","4","Haryana","Mahendragarh / Narnaul","21.17","0.87","0.0","0.87","470.31","0.0","20.18","0.0","0.0","11.79"
"182","2012","4","Haryana","Mahendragarh / Narnaul","17.69","0.0","0.0","0.0","318.93","0.0","18.41","0.61","0.0","13.98"
"182","2013","4","Haryana","Mahendragarh / Narnaul","16.24","1.16","0.0","1.16","383.11","0.0","24.02","0.48","0.0","11.6"
"182","2014","4","Haryana","Mahendragarh / Narnaul","13.92","0.29","0.0","0.29","306.22","0.0","11.25","0.0","0.0","16.9"
"182","2015","4","Haryana","Mahendragarh / Narnaul","20.59","0.29","0.0","0.29","269.56","0.0","5.19","0.0","0.0","17.11"
"182","2016","4","Haryana","Mahendragarh / Narnaul","21.75","0.0","0.0","0.58","412.44","0.0","19.94","0.0","0.0","24.67"
"182","2017","4","Haryana","Mahendragarh / Narnaul","25.52","0.0","0.0","0.29","293.16","0.0","8.9","0.0","0.0","30.82"
"183","2009","4","Haryana","Ambala","596.0","0.0","0.0","0.0","4.0","20.0","0.0","0.1","0.0","0.0"
"183","2010","4","Haryana","Ambala","556.0","1.0","0.0","1.0","4.0","15.0","0.0","0.0","0.0","0.0"
"183","2011","4","Haryana","Ambala","615.0","0.0","0.0","0.0","4.0","21.0","0.0","0.0","0.0","0.0"
"183","2012","4","Haryana","Ambala","645.0","0.0","0.0","0.0","4.0","20.0","0.0","0.02","0.0","0.0"
"183","2013","4","Haryana","Ambala","600.0","0.0","0.0","0.0","2.0","21.0","0.0","0.0","0.0","0.0"
"183","2014","4","Haryana","Ambala","596.0","0.0","0.0","0.0","2.0","12.0","0.0","0.0","0.0","0.0"
"183","2015","4","Haryana","Ambala","638.0","0.0","0.0","0.0","2.0","14.0","0.0","0.0","0.0","0.0"
"183","2016","4","Haryana","Ambala","645.0","0.0","0.0","0.0","3.0","10.0","0.0","0.0","0.0","0.0"
"183","2017","4","Haryana","Ambala","681.0","0.0","0.0","0.0","2.0","15.0","0.5","0.0","0.0","0.0"
"184","2009","4","Haryana","Karnal","1557.84","0.0","0.0","0.0","18.4","2.0","0.0","0.5","0.0","1.67"
"184","2010","4","Haryana","Karnal","1375.52","0.0","0.0","0.0","13.48","0.0","0.0","0.0","0.0","1.64"
"184","2011","4","Haryana","Karnal","1539.02","0.0","0.0","0.0","14.3","3.0","0.0","0.0","0.0","5.16"
"184","2012","4","Haryana","Karnal","1678.84","0.0","0.0","0.0","12.66","0.0","0.0","0.34","0.0","6.55"
"184","2013","4","Haryana","Karnal","1677.4","0.0","0.0","0.0","10.2","0.0","0.0","0.3","0.0","6.55"
"184","2014","4","Haryana","Karnal","1575.4","0.0","0.0","0.0","6.1","2.0","0.0","0.0","0.0","4.6"
"184","2015","4","Haryana","Karnal","1543.8","1.0","0.0","1.0","5.28","3.0","0.0","0.0","0.0","2.07"
"184","2016","4","Haryana","Karnal","1700.64","0.0","0.0","0.0","4.92","1.0","0.0","0.0","0.0","2.66"
"184","2017","4","Haryana","Karnal","1927.62","0.0","0.0","0.0","4.92","0.0","0.1","0.0","0.0","3.25"
"186","2009","4","Haryana","Rohtak","316.65","24.0","0.0","24.0","131.61","4.0","2.0","16.41","0.0","3.76"
"186","2010","4","Haryana","Rohtak","324.04","23.13","0.0","23.13","150.38","4.0","2.0","0.0","0.0","2.24"
"186","2011","4","Haryana","Rohtak","381.17","20.13","0.0","20.13","156.11","6.0","1.0","0.0","0.0","7.52"
"186","2012","4","Haryana","Rohtak","324.91","19.0","0.0","19.0","116.74","6.0","2.0","4.84","0.0","8.8"
"186","2013","4","Haryana","Rohtak","406.91","21.13","0.0","21.13","113.2","3.0","2.0","7.11","0.0","7.55"
"186","2014","4","Haryana","Rohtak","398.78","18.0","0.0","18.0","106.55","4.0","0.0","2.5","0.0","10.31"
"186","2015","4","Haryana","Rohtak","471.78","18.0","0.0","18.0","134.16","1.0","0.0","0.0","0.0","10.81"
"186","2016","4","Haryana","Rohtak","439.52","0.0","0.0","16.0","144.37","15.0","2.0","0.0","0.0","11.67"
"186","2017","4","Haryana","Rohtak","502.65","0.0","0.0","14.0","114.29","4.0","0.8","0.0","0.0","14.58"
"189","2009","12","Uttar Pradesh","Saharanpur","175.38","0.0","0.0","0.0","0.0","9.54","0.02","0.0","0.0","0.0"
"189","2010","12","Uttar Pradesh","Saharanpur","150.25","0.0","0.0","0.0","0.01","11.99","0.01","0.0","0.0","0.0"
"189","2011","12","Uttar Pradesh","Saharanpur","162.98","0.0","0.0","0.0","0.01","12.17","0.01","0.0","0.0","0.0"
"189","2012","12","Uttar Pradesh","Saharanpur","172.1","0.0","0.0","0.0","0.01","11.61","0.02","0.0","0.0","0.0"
"189","2013","12","Uttar Pradesh","Saharanpur","164.6","0.0","0.0","0.0","0.0","9.64","0.0","0.0","0.0","0.0"
"189","2014","12","Uttar Pradesh","Saharanpur","184.64","0.0","0.0","0.0","0.01","11.3","0.0","0.0","0.0","0.0"
"189","2015","12","Uttar Pradesh","Saharanpur","196.19","0.0","0.0","0.0","0.0","12.68","0.0","0.0","0.0","0.0"
"189","2016","12","Uttar Pradesh","Saharanpur","172.65","0.0","0.0","0.0","0.0","13.23","0.03","0.0","0.0","0.0"
"189","2017","12","Uttar Pradesh","Saharanpur","185.44","0.0","0.0","0.0","0.0","13.38","0.01","0.0","0.0","0.0"
"190","2009","12","Uttar Pradesh","Muzaffarnagar","96.76","0.0","0.0","0.0","0.0","0.17","0.03","0.1","0.0","0.04"
"190","2010","12","Uttar Pradesh","Muzaffarnagar","80.52","0.0","0.0","0.0","0.0","0.18","0.02","0.06","0.0","0.02"
"190","2011","12","Uttar Pradesh","Muzaffarnagar","83.2","0.0","0.0","0.0","0.0","0.22","0.03","0.05","0.0","0.02"
"190","2012","12","Uttar Pradesh","Muzaffarnagar","90.35","0.0","0.0","0.0","0.0","0.14","0.02","0.03","0.0","0.02"
"190","2013","12","Uttar Pradesh","Muzaffarnagar","78.09","0.0","0.0","0.0","0.0","0.12","0.01","0.1","0.0","0.01"
"190","2014","12","Uttar Pradesh","Muzaffarnagar","86.62","0.0","0.0","0.0","0.0","0.15","0.0","0.01","0.0","0.0"
"190","2015","12","Uttar Pradesh","Muzaffarnagar","86.71","0.0","0.0","0.0","0.0","0.27","0.01","0.02","0.0","0.0"
"190","2016","12","Uttar Pradesh","Muzaffarnagar","83.84","0.0","0.0","0.0","0.0","0.18","0.04","0.04","0.0","0.0"
"190","2017","12","Uttar Pradesh","Muzaffarnagar","93.32","0.0","0.0","0.0","0.0","0.2","0.15","0.04","0.0","0.0"
"191","2009","12","Uttar Pradesh","Meerut","164.76","0.0","0.0","0.03","4.62","5.43","0.03","3.92","0.0","0.0"
"191","2010","12","Uttar Pradesh","Meerut","150.13","0.0","0.0","0.0","3.06","5.68","0.03","3.69","0.0","0.01"
"191","2011","12","Uttar Pradesh","Meerut","167.52","0.01","0.0","0.01","3.63","4.79","0.03","3.69","0.0","0.02"
"191","2012","12","Uttar Pradesh","Meerut","144.26","1.06","0.0","1.06","5.08","5.01","0.03","4.03","0.0","0.01"
"191","2013","12","Uttar Pradesh","Meerut","155.75","0.01","0.0","0.01","10.7","5.38","0.02","5.41","0.0","0.01"
"191","2014","12","Uttar Pradesh","Meerut","173.28","0.0","0.0","0.0","3.71","2.56","0.0","2.15","0.0","0.0"
"191","2015","12","Uttar Pradesh","Meerut","188.14","1.9","0.0","1.9","1.28","3.16","0.01","1.76","0.0","0.0"
"191","2016","12","Uttar Pradesh","Meerut","142.49","0.01","0.0","0.01","8.32","3.65","0.0","7.98","0.0","0.0"
"191","2017","12","Uttar Pradesh","Meerut","145.29","0.0","0.0","0.0","10.26","4.08","0.01","9.15","0.0","0.0"
"192","2009","12","Uttar Pradesh","Buland Shahar","209.3","0.0","0.0","0.1","19.58","103.08","0.04","8.37","0.0","0.03"
"192","2010","12","Uttar Pradesh","Buland Shahar","196.54","0.08","0.0","0.08","23.87","112.98","0.02","7.7","0.0","0.04"
"192","2011","12","Uttar Pradesh","Buland Shahar","239.59","0.09","0.0","0.09","23.04","112.52","0.04","1.25","0.0","0.0"
"192","2012","12","Uttar Pradesh","Buland Shahar","58.04","0.12","0.0","0.12","24.71","107.69","0.04","10.12","0.0","0.02"
"192","2013","12","Uttar Pradesh","Buland Shahar","277.84","0.15","0.0","0.15","27.14","100.42","0.07","7.94","0.0","0.06"
"192","2014","12","Uttar Pradesh","Buland Shahar","308.09","0.07","0.0","0.07","28.55","94.34","0.0","5.97","0.0","0.01"
"192","2015","12","Uttar Pradesh","Buland Shahar","311.97","0.56","0.0","0.56","29.11","88.58","0.01","5.25","0.0","0.03"
"192","2016","12","Uttar Pradesh","Buland Shahar","236.88","0.3","0.0","0.3","26.22","112.76","0.08","6.56","0.0","0.01"
"192","2017","12","Uttar Pradesh","Buland Shahar","304.58","0.01","0.0","0.01","29.91","110.47","0.02","5.85","0.0","0.01"
"194","2009","12","Uttar Pradesh","Aligarh","145.32","0.0","0.0","0.0","224.62","49.76","0.06","8.92","0.0","0.51"
"194","2010","12","Uttar Pradesh","Aligarh","162.33","0.0","0.0","0.0","265.41","50.91","0.05","12.43","0.0","0.24"
"194","2011","12","Uttar Pradesh","Aligarh","229.88","0.0","0.0","0.0","254.88","42.7","0.04","10.92","0.0","0.2"
"194","2012","12","Uttar Pradesh","Aligarh","96.75","0.0","0.0","0.0","314.19","51.14","0.04","13.57","0.0","0.47"
"194","2013","12","Uttar Pradesh","Aligarh","250.83","0.01","0.0","0.01","352.36","42.51","0.02","14.77","0.0","0.27"
"194","2014","12","Uttar Pradesh","Aligarh","258.96","0.0","0.0","0.0","256.07","39.19","0.0","8.49","0.0","0.16"
"194","2015","12","Uttar Pradesh","Aligarh","257.09","0.0","0.0","0.0","282.57","44.88","0.02","8.44","0.0","0.16"
"194","2016","12","Uttar Pradesh","Aligarh","248.94","0.01","0.0","0.01","276.82","53.91","0.06","20.44","0.0","0.16"
"194","2017","12","Uttar Pradesh","Aligarh","278.09","0.01","0.0","0.01","319.47","56.84","0.07","7.95","0.0","0.17"
"195","2009","12","Uttar Pradesh","Mathura","97.43","0.0","0.0","0.05","42.94","0.15","0.03","1.17","0.0","0.19"
"195","2010","12","Uttar Pradesh","Mathura","90.07","0.04","0.0","0.04","51.04","0.49","0.04","1.3","0.0","0.31"
"195","2011","12","Uttar Pradesh","Mathura","108.63","0.05","0.0","0.05","56.17","0.47","0.04","1.74","0.0","0.34"
"195","2012","12","Uttar Pradesh","Mathura","54.73","0.04","0.0","0.04","52.43","0.45","0.03","1.97","0.0","0.38"
"195","2013","12","Uttar Pradesh","Mathura","126.58","0.04","0.0","0.04","66.65","0.39","0.03","2.3","0.0","0.33"
"195","2014","12","Uttar Pradesh","Mathura","114.76","0.07","0.0","0.07","51.44","0.61","0.02","2.3","0.0","0.08"
"195","2015","12","Uttar Pradesh","Mathura","108.36","0.02","0.0","0.02","63.67","0.53","0.01","2.1","0.0","0.09"
"195","2016","12","Uttar Pradesh","Mathura","110.88","0.03","0.0","0.03","59.44","0.43","0.0","2.76","0.0","0.16"
"195","2017","12","Uttar Pradesh","Mathura","83.54","0.02","0.0","0.02","64.58","0.42","0.05","0.95","0.0","0.07"
"196","2009","12","Uttar Pradesh","Agra","27.05","0.0","0.0","0.32","219.17","7.07","1.44","1.5","0.0","0.06"
"196","2010","12","Uttar Pradesh","Agra","28.01","0.13","0.0","0.13","250.55","6.94","2.65","0.8","0.0","0.1"
"196","2011","12","Uttar Pradesh","Agra","33.03","0.18","0.0","0.18","297.63","8.48","1.72","1.31","0.0","0.1"
"196","2012","12","Uttar Pradesh","Agra","27.68","0.24","0.0","0.24","297.79","8.1","3.13","1.68","0.0","0.29"
"196","2013","12","Uttar Pradesh","Agra","42.66","0.12","0.0","0.12","340.77","7.77","3.11","1.65","0.0","0.19"
"196","2014","12","Uttar Pradesh","Agra","43.48","0.22","0.0","0.22","301.15","10.23","0.78","1.05","0.0","0.08"
"196","2015","12","Uttar Pradesh","Agra","41.72","0.02","0.0","0.02","296.5","8.22","0.44","0.57","0.0","0.19"
"196","2016","12","Uttar Pradesh","Agra","34.16","0.11","0.0","0.11","339.04","10.3","5.03","1.68","0.0","0.02"
"196","2017","12","Uttar Pradesh","Agra","34.08","0.11","0.0","0.11","358.57","7.38","2.15","1.72","0.0","0.01"
"197","2009","12","Uttar Pradesh","Mainpuri","150.66","0.0","0.0","0.84","120.76","71.13","1.04","2.23","0.0","0.0"
"197","2010","12","Uttar Pradesh","Mainpuri","189.67","0.68","0.0","0.68","117.51","110.29","2.0","0.98","0.0","0.0"
"197","2011","12","Uttar Pradesh","Mainpuri","198.63","0.39","0.0","0.39","150.09","123.76","1.85","1.62","0.0","0.0"
"197","2012","12","Uttar Pradesh","Mainpuri","194.12","0.73","0.0","0.73","137.21","126.96","2.15","2.15","0.0","0.0"
"197","2013","12","Uttar Pradesh","Mainpuri","211.23","0.49","0.0","0.49","151.74","122.85","3.02","2.4","0.0","0.0"
"197","2014","12","Uttar Pradesh","Mainpuri","228.38","4.4","0.0","4.4","156.67","148.57","1.26","1.68","0.0","0.0"
"197","2015","12","Uttar Pradesh","Mainpuri","229.4","0.24","0.0","0.24","143.26","154.13","0.89","0.92","0.0","0.0"
"197","2016","12","Uttar Pradesh","Mainpuri","197.92","0.52","0.0","0.52","157.36","142.07","2.33","2.12","0.0","0.0"
"197","2017","12","Uttar Pradesh","Mainpuri","226.59","0.53","0.0","0.53","176.74","140.49","1.64","1.78","0.0","0.0"
"198","2009","12","Uttar Pradesh","Etah","74.15","0.0","0.0","0.01","140.44","111.68","0.63","2.9","0.0","0.0"
"198","2010","12","Uttar Pradesh","Etah","76.18","0.02","0.0","0.02","158.41","111.62","0.47","6.41","0.0","0.0"
"198","2011","12","Uttar Pradesh","Etah","87.99","0.03","0.0","0.03","213.95","148.81","0.77","3.48","0.0","0.0"
"198","2012","12","Uttar Pradesh","Etah","56.04","0.02","0.0","0.02","240.76","164.76","0.83","3.99","0.0","0.0"
"198","2013","12","Uttar Pradesh","Etah","82.98","0.02","0.0","0.02","251.11","167.21","0.13","5.21","0.0","0.0"
"198","2014","12","Uttar Pradesh","Etah","86.02","0.03","0.0","0.03","305.78","182.71","0.03","2.12","0.0","0.0"
"198","2015","12","Uttar Pradesh","Etah","79.57","0.05","0.0","0.05","260.7","177.53","0.02","2.97","0.0","0.0"
"198","2016","12","Uttar Pradesh","Etah","76.61","0.0","0.0","0.0","202.34","167.66","0.31","3.7","0.0","0.0"
"198","2017","12","Uttar Pradesh","Etah","71.3","0.05","0.0","0.05","209.92","145.04","0.27","3.16","0.0","0.0"
"199","2009","12","Uttar Pradesh","Bareilly","290.13","0.0","0.0","0.23","14.2","0.44","0.01","0.06","0.0","0.0"
"199","2010","12","Uttar Pradesh","Bareilly","273.45","0.12","0.0","0.12","12.97","0.47","0.02","0.05","0.04","0.0"
"199","2011","12","Uttar Pradesh","Bareilly","407.37","0.1","0.0","0.1","12.38","0.42","0.02","2.62","0.0","0.0"
"199","2012","12","Uttar Pradesh","Bareilly","191.38","0.07","0.0","0.07","12.01","0.68","0.02","0.05","0.04","0.0"
"199","2013","12","Uttar Pradesh","Bareilly","366.56","0.09","0.0","0.09","9.28","0.94","0.01","0.04","0.0","0.0"
"199","2014","12","Uttar Pradesh","Bareilly","337.57","0.02","0.0","0.02","8.61","0.84","0.0","0.02","0.0","0.0"
"199","2015","12","Uttar Pradesh","Bareilly","327.41","0.03","0.0","0.03","18.04","1.25","0.0","0.0","0.0","0.0"
"199","2016","12","Uttar Pradesh","Bareilly","358.38","0.15","0.0","0.15","9.84","1.87","0.01","2.18","0.0","0.0"
"199","2017","12","Uttar Pradesh","Bareilly","357.42","0.09","0.0","0.09","11.59","0.58","0.02","0.03","0.0","0.0"
"200","2009","12","Uttar Pradesh","Budaun","138.03","0.0","0.0","0.44","314.68","25.3","0.1","0.82","0.0","0.0"
"200","2010","12","Uttar Pradesh","Budaun","144.91","0.47","0.0","0.47","280.95","25.92","0.1","0.7","0.0","0.0"
"200","2011","12","Uttar Pradesh","Budaun","203.28","0.38","0.0","0.38","213.66","23.91","0.08","0.01","0.0","0.0"
"200","2012","12","Uttar Pradesh","Budaun","119.9","0.53","0.0","0.53","218.71","23.42","0.01","1.32","0.0","0.0"
"200","2013","12","Uttar Pradesh","Budaun","211.3","0.26","0.0","0.26","245.35","22.84","0.03","0.4","0.0","0.0"
"200","2014","12","Uttar Pradesh","Budaun","196.03","0.13","0.0","0.13","248.91","29.27","0.01","0.34","0.0","0.0"
"200","2015","12","Uttar Pradesh","Budaun","152.86","0.17","0.0","0.17","240.39","38.17","0.0","0.33","0.0","0.0"
"200","2016","12","Uttar Pradesh","Budaun","179.89","0.24","0.0","0.24","214.77","39.65","0.21","2.48","0.0","0.0"
"200","2017","12","Uttar Pradesh","Budaun","188.48","0.06","0.0","0.06","182.84","23.45","0.04","0.25","0.0","0.0"
"201","2009","12","Uttar Pradesh","Moradabad","357.45","0.0","0.0","0.18","55.09","8.23","0.01","0.72","0.0","0.0"
"201","2010","12","Uttar Pradesh","Moradabad","288.11","0.03","0.0","0.03","43.48","5.74","0.02","0.63","0.0","0.0"
"201","2011","12","Uttar Pradesh","Moradabad","293.56","0.04","0.0","0.04","73.73","8.45","0.03","0.26","0.0","0.0"
"201","2012","12","Uttar Pradesh","Moradabad","311.32","0.08","0.0","0.08","60.67","6.37","0.06","0.43","0.0","0.0"
"201","2013","12","Uttar Pradesh","Moradabad","324.39","0.06","0.0","0.06","68.36","6.26","0.01","0.87","0.0","0.0"
"201","2014","12","Uttar Pradesh","Moradabad","316.45","0.83","0.0","0.83","79.81","11.19","0.05","0.33","0.0","0.0"
"201","2015","12","Uttar Pradesh","Moradabad","323.42","0.19","0.0","0.19","75.21","26.76","0.02","0.64","0.0","0.0"
"201","2016","12","Uttar Pradesh","Moradabad","320.77","0.14","0.0","0.14","70.34","12.86","0.02","0.88","0.0","0.0"
"201","2017","12","Uttar Pradesh","Moradabad","327.24","0.1","0.0","0.1","69.72","12.08","0.0","0.6","0.0","0.0"
"202","2009","12","Uttar Pradesh","Shahjahanpur","533.47","0.0","0.0","1.36","6.8","3.72","0.07","0.5","0.0","0.0"
"202","2010","12","Uttar Pradesh","Shahjahanpur","430.75","1.32","0.0","1.32","6.4","3.17","0.05","0.2","0.15","0.0"
"202","2011","12","Uttar Pradesh","Shahjahanpur","555.12","1.04","0.0","1.04","4.52","3.25","0.08","0.22","0.02","0.0"
"202","2012","12","Uttar Pradesh","Shahjahanpur","447.63","0.2","0.0","0.2","3.43","3.37","0.09","0.2","0.03","0.0"
"202","2013","12","Uttar Pradesh","Shahjahanpur","531.71","0.78","0.0","0.78","4.01","1.76","0.04","1.28","0.01","0.0"
"202","2014","12","Uttar Pradesh","Shahjahanpur","587.16","1.09","0.0","1.09","6.8","2.25","0.02","0.11","0.0","0.0"
"202","2015","12","Uttar Pradesh","Shahjahanpur","491.22","0.64","0.0","0.64","4.5","2.01","0.08","0.07","0.0","0.0"
"202","2016","12","Uttar Pradesh","Shahjahanpur","627.06","1.09","0.0","1.09","5.06","4.29","0.07","0.19","0.01","0.0"
"202","2017","12","Uttar Pradesh","Shahjahanpur","686.88","1.12","0.0","1.12","5.26","4.91","0.2","0.28","0.01","0.0"
"203","2009","12","Uttar Pradesh","Pilibhit","424.58","0.0","0.0","0.01","0.01","0.34","0.0","0.02","0.0","0.0"
"203","2010","12","Uttar Pradesh","Pilibhit","404.65","0.0","0.0","0.0","0.0","0.28","0.0","0.0","0.21","0.0"
"203","2011","12","Uttar Pradesh","Pilibhit","435.51","0.0","0.0","0.0","0.0","0.57","0.0","0.01","0.04","0.0"
"203","2012","12","Uttar Pradesh","Pilibhit","130.02","0.0","0.0","0.0","0.0","0.39","0.0","0.13","0.23","0.0"
"203","2013","12","Uttar Pradesh","Pilibhit","380.14","0.0","0.0","0.0","0.0","0.57","0.0","0.01","0.52","0.0"
"203","2014","12","Uttar Pradesh","Pilibhit","338.73","0.0","0.0","0.0","0.0","1.13","0.0","0.0","0.21","0.0"
"203","2015","12","Uttar Pradesh","Pilibhit","436.66","0.0","0.0","0.0","0.0","2.93","0.0","0.0","0.11","0.0"
"203","2016","12","Uttar Pradesh","Pilibhit","481.01","0.0","0.0","0.0","0.0","0.72","0.0","0.0","0.33","0.0"
"203","2017","12","Uttar Pradesh","Pilibhit","461.08","0.0","0.0","0.0","0.0","0.41","0.11","0.0","0.23","0.0"
"204","2009","12","Uttar Pradesh","Rampur","313.2","0.0","0.0","0.78","3.44","0.17","0.01","0.0","0.0","0.0"
"204","2010","12","Uttar Pradesh","Rampur","278.28","0.31","0.0","0.31","1.57","0.11","0.04","0.03","0.13","0.0"
"204","2011","12","Uttar Pradesh","Rampur","316.84","0.13","0.0","0.13","2.37","0.13","0.02","0.01","0.0","0.0"
"204","2012","12","Uttar Pradesh","Rampur","312.63","0.65","0.0","0.65","2.66","0.24","0.0","0.02","0.14","0.0"
"204","2013","12","Uttar Pradesh","Rampur","306.95","0.8","0.0","0.8","1.41","1.22","0.0","0.03","0.06","0.0"
"204","2014","12","Uttar Pradesh","Rampur","299.88","0.32","0.0","0.32","2.0","0.17","0.0","0.02","0.02","0.0"
"204","2015","12","Uttar Pradesh","Rampur","293.74","0.84","0.0","0.84","1.78","0.11","0.0","0.01","0.01","0.0"
"204","2016","12","Uttar Pradesh","Rampur","362.45","1.3","0.0","1.3","2.96","0.45","0.0","0.2","0.07","0.0"
"204","2017","12","Uttar Pradesh","Rampur","328.51","0.59","0.0","0.59","2.68","0.75","0.02","0.0","0.03","0.0"
"205","2009","12","Uttar Pradesh","Bijnor","145.5","0.0","0.0","0.02","0.02","0.01","0.05","0.04","0.0","0.0"
"205","2010","12","Uttar Pradesh","Bijnor","132.72","0.0","0.0","0.0","0.0","0.0","0.05","0.01","0.0","0.0"
"205","2011","12","Uttar Pradesh","Bijnor","138.66","0.0","0.0","0.0","0.0","0.0","0.02","0.02","0.0","0.0"
"205","2012","12","Uttar Pradesh","Bijnor","44.27","0.0","0.0","0.0","0.0","0.02","0.02","0.01","0.0","0.0"
"205","2013","12","Uttar Pradesh","Bijnor","123.3","0.0","0.0","0.0","0.0","0.09","0.0","0.01","0.0","0.0"
"205","2014","12","Uttar Pradesh","Bijnor","143.38","0.0","0.0","0.0","0.0","0.01","0.01","0.01","0.0","0.0"
"205","2015","12","Uttar Pradesh","Bijnor","133.0","0.01","0.0","0.01","0.0","0.01","0.01","0.01","0.0","0.0"
"205","2016","12","Uttar Pradesh","Bijnor","134.92","0.0","0.0","0.0","0.0","0.03","0.03","0.03","0.0","0.0"
"205","2017","12","Uttar Pradesh","Bijnor","127.77","0.0","0.0","0.0","0.0","0.1","0.02","0.0","0.0","0.0"
"206","2009","12","Uttar Pradesh","Farrukhabad","63.58","0.0","0.0","1.97","11.45","115.29","1.88","2.07","0.0","0.0"
"206","2010","12","Uttar Pradesh","Farrukhabad","66.79","2.06","0.0","2.06","9.54","149.76","2.78","2.39","0.0","0.0"
"206","2011","12","Uttar Pradesh","Farrukhabad","81.74","2.49","0.0","2.49","9.35","189.24","2.74","4.16","0.0","0.0"
"206","2012","12","Uttar Pradesh","Farrukhabad","94.73","2.8","0.0","2.8","12.01","181.16","2.32","3.52","0.0","0.0"
"206","2013","12","Uttar Pradesh","Farrukhabad","107.37","1.84","0.0","1.84","8.04","173.65","1.06","2.67","0.0","0.0"
"206","2014","12","Uttar Pradesh","Farrukhabad","85.57","1.29","0.0","1.29","7.02","145.91","0.61","1.1","0.0","0.0"
"206","2015","12","Uttar Pradesh","Farrukhabad","96.52","0.95","0.0","0.95","7.87","175.57","1.24","1.34","0.0","0.0"
