"Dist Code","Year","State Code","State Name","Dist Name","RICE PRODUCTION (1000 tons)","KHARIF SORGHUM PRODUCTION (1000 tons)","RABI SORGHUM PRODUCTION (1000 tons)","SORGHUM PRODUCTION (1000 tons)","PEARL MILLET PRODUCTION (1000 tons)","MAIZE PRODUCTION (1000 tons)","CHICKPEA PRODUCTION (1000 tons)","PIGEONPEA PRODUCTION (1000 tons)","SOYABEAN PRODUCTION (1000 tons)","COTTON PRODUCTION (1000 tons)"
"1","2009","14","Chhattisgarh","Durg","622.05","0.07","0.0","0.22","0.0","3.4","130.06","5.88","64.92","0.0"
"1","2010","14","Chhattisgarh","Durg","1319.18","0.32","0.0","0.32","2.41","4.63","174.84","5.24","105.41","0.0"
"1","2011","14","Chhattisgarh","Durg","1416.48","0.2","0.0","0.2","0.0","4.67","197.94","5.46","69.83","0.02"
"1","2012","14","Chhattisgarh","Durg","1534.22","0.49","0.0","0.49","0.0","4.8","235.92","6.1","101.62","0.02"
"1","2013","14","Chhattisgarh","Durg","1296.24","0.0","0.0","0.17","0.07","6.34","173.91","5.68","92.65","0.01"
"1","2014","14","Chhattisgarh","Durg","1444.24","0.0","0.0","0.18","0.04","5.84","241.58","9.18","39.93","0.02"
"1","2015","14","Chhattisgarh","Durg","880.6","0.0","0.0","0.19","0.0","14.47","166.24","11.01","49.1","0.01"
"1","2016","14","Chhattisgarh","Durg","1791.66","0.0","0.0","0.13","0.0","16.12","264.01","14.82","60.69","0.02"
"1","2017","14","Chhattisgarh","Durg","983.21","0.0","0.0","0.14","0.0","18.09","259.45","10.69","25.02","0.13"
"2","2009","14","Chhattisgarh","Bastar","682.46","0.0","0.0","2.42","0.0","61.36","1.63","1.31","0.03","0.0"
"2","2010","14","Chhattisgarh","Bastar","1184.98","4.4","0.0","4.4","0.0","72.3","1.7","0.93","0.0","0.0"
"2","2011","14","Chhattisgarh","Bastar","772.88","1.97","0.0","1.97","0.0","82.85","1.47","0.93","0.03","0.0"
"2","2012","14","Chhattisgarh","Bastar","1341.33","1.92","0.0","1.92","0.0","84.27","2.05","1.4","0.04","0.0"
"2","2013","14","Chhattisgarh","Bastar","1265.91","0.0","0.0","1.59","0.0","99.48","1.39","1.37","0.01","0.0"
"2","2014","14","Chhattisgarh","Bastar","1377.04","0.0","0.0","2.09","0.0","86.93","2.11","1.38","0.03","0.0"
"2","2015","14","Chhattisgarh","Bastar","664.46","0.0","0.0","1.52","0.0","88.98","1.33","1.21","0.0","0.0"
"2","2016","14","Chhattisgarh","Bastar","1294.97","0.0","0.0","2.34","0.0","123.66","0.91","1.22","0.01","0.0"
"2","2017","14","Chhattisgarh","Bastar","801.82","0.0","0.0","1.79","0.0","120.22","1.29","0.66","0.01","0.0"
"3","2009","14","Chhattisgarh","Raipur","1307.24","0.34","0.0","0.38","0.0","2.13","46.26","1.48","0.53","0.0"
"3","2010","14","Chhattisgarh","Raipur","1521.13","0.23","0.0","0.23","0.0","1.8","15.1","1.12","0.8","0.0"
"3","2011","14","Chhattisgarh","Raipur","1421.37","0.1","0.0","0.1","0.01","3.6","20.32","1.23","0.44","0.0"
"3","2012","14","Chhattisgarh","Raipur","1974.69","0.15","0.0","0.15","0.01","17.05","18.46","1.51","0.94","0.0"
"3","2013","14","Chhattisgarh","Raipur","1749.21","0.0","0.0","0.05","0.0","22.77","13.04","1.28","0.57","0.0"
"3","2014","14","Chhattisgarh","Raipur","2127.73","0.0","0.0","0.08","0.01","29.67","19.99","1.3","0.47","0.0"
"3","2015","14","Chhattisgarh","Raipur","1412.83","0.0","0.0","0.02","0.0","20.1","12.88","0.93","0.35","0.0"
"3","2016","14","Chhattisgarh","Raipur","2432.48","0.0","0.0","0.02","0.02","18.15","22.35","1.26","0.43","0.01"
"3","2017","14","Chhattisgarh","Raipur","1520.95","0.0","0.0","0.02","0.0","13.67","34.48","0.58","0.09","0.01"
"4","2009","14","Chhattisgarh","Bilaspur","994.29","0.0","0.0","1.05","0.0","17.12","40.19","5.89","12.3","0.0"
"4","2010","14","Chhattisgarh","Bilaspur","1333.61","1.06","0.2","1.06","0.0","18.67","17.32","4.76","18.19","0.0"
"4","2011","14","Chhattisgarh","Bilaspur","1557.35","0.49","0.0","0.49","0.01","12.72","36.18","3.92","14.29","0.0"
"4","2012","14","Chhattisgarh","Bilaspur","1746.82","0.7","0.0","0.7","0.01","15.8","42.67","4.82","23.47","0.0"
"4","2013","14","Chhattisgarh","Bilaspur","1577.16","0.0","0.0","0.51","0.04","15.51","28.77","4.66","18.59","0.0"
"4","2014","14","Chhattisgarh","Bilaspur","1683.92","0.0","0.0","0.59","0.03","15.57","41.18","5.0","9.6","0.0"
"4","2015","14","Chhattisgarh","Bilaspur","1340.65","0.0","0.0","0.7","0.01","12.22","34.83","3.68","9.07","0.0"
"4","2016","14","Chhattisgarh","Bilaspur","1858.19","0.0","0.0","0.98","0.01","17.11","45.33","4.87","14.19","0.0"
"4","2017","14","Chhattisgarh","Bilaspur","1295.71","0.0","0.0","0.9","0.01","15.83","32.29","2.84","5.17","0.0"
"5","2009","14","Chhattisgarh","Raigarh","470.53","0.0","0.0","0.65","0.02","11.23","9.76","3.42","0.02","0.0"
"5","2010","14","Chhattisgarh","Raigarh","598.26","0.3","0.0","0.22","0.0","11.9","1.72","3.07","0.0","0.0"
"5","2011","14","Chhattisgarh","Raigarh","602.66","0.09","0.0","0.09","0.02","10.67","1.66","3.39","0.0","0.0"
"5","2012","14","Chhattisgarh","Raigarh","641.28","0.08","0.0","0.08","0.14","11.84","2.03","4.0","0.0","0.0"
"5","2013","14","Chhattisgarh","Raigarh","580.76","0.0","0.0","0.09","0.02","14.33","1.4","5.09","0.0","0.0"
"5","2014","14","Chhattisgarh","Raigarh","657.79","0.0","0.0","0.1","0.02","12.46","2.13","4.74","0.0","0.0"
"5","2015","14","Chhattisgarh","Raigarh","414.89","0.0","0.0","0.12","0.02","10.94","1.13","3.51","0.0","0.0"
"5","2016","14","Chhattisgarh","Raigarh","763.72","0.0","0.0","0.14","0.02","15.43","1.93","4.25","0.01","0.0"
"5","2017","14","Chhattisgarh","Raigarh","623.29","0.0","0.0","0.15","0.01","15.81","1.18","2.93","0.0","0.0"
"6","2009","14","Chhattisgarh","Surguja","270.74","0.0","0.0","2.16","0.0","50.14","2.27","9.67","0.05","0.0"
"6","2010","14","Chhattisgarh","Surguja","399.46","2.3","1.4","2.3","0.0","76.3","3.1","9.0","0.0","0.0"
"6","2011","14","Chhattisgarh","Surguja","530.08","1.25","0.0","1.25","0.0","63.31","3.18","8.76","0.06","0.0"
"6","2012","14","Chhattisgarh","Surguja","610.07","1.13","0.0","1.13","0.0","91.37","3.73","13.19","0.05","0.0"
"6","2013","14","Chhattisgarh","Surguja","633.47","0.0","0.0","0.91","0.0","96.07","3.05","11.39","0.04","0.0"
"6","2014","14","Chhattisgarh","Surguja","687.04","0.0","0.0","1.2","0.0","84.57","4.14","13.44","0.03","0.0"
"6","2015","14","Chhattisgarh","Surguja","440.9","0.0","0.0","1.82","0.0","91.01","2.45","10.27","0.05","0.0"
"6","2016","14","Chhattisgarh","Surguja","652.25","0.0","0.0","1.83","0.0","118.85","3.78","12.64","0.06","0.0"
"6","2017","14","Chhattisgarh","Surguja","524.07","0.0","0.0","1.69","0.0","123.33","2.99","8.06","0.01","0.0"
"7","2009","6","Madhya Pradesh","Jabalpur","78.8","7.3","0.0","7.3","0.0","7.1","91.3","12.7","3.4","0.0"
"7","2010","6","Madhya Pradesh","Jabalpur","155.0","8.01","0.0","8.01","0.0","8.8","63.6","4.0","6.1","0.0"
"7","2011","6","Madhya Pradesh","Jabalpur","204.5","4.13","0.0","4.13","0.0","7.9","99.4","18.7","5.3","0.0"
"7","2012","6","Madhya Pradesh","Jabalpur","292.91","5.47","0.0","5.47","0.0","15.13","114.97","18.29","21.95","0.0"
"7","2013","6","Madhya Pradesh","Jabalpur","364.36","4.93","0.0","4.93","0.0","13.57","89.99","17.68","13.23","0.0"
"7","2014","6","Madhya Pradesh","Jabalpur","228.0","7.0","0.0","7.0","0.0","57.0","51.0","23.0","62.0","0.0"
"7","2015","6","Madhya Pradesh","Jabalpur","189.33","4.0","0.0","4.0","0.0","17.0","145.0","17.0","12.0","0.0"
"7","2016","6","Madhya Pradesh","Jabalpur","652.66","0.0","0.0","0.0","0.0","25.0","199.0","41.0","3.0","0.0"
"7","2017","6","Madhya Pradesh","Jabalpur","526.17","11.23","0.0","11.23","0.0","35.38","226.39","23.45","5.78","0.0"
"8","2009","6","Madhya Pradesh","Balaghat","338.2","0.2","0.0","0.2","0.0","5.0","7.7","3.5","0.1","0.0"
"8","2010","6","Madhya Pradesh","Balaghat","353.0","0.17","0.0","0.17","0.0","6.6","7.2","2.3","0.1","0.0"
"8","2011","6","Madhya Pradesh","Balaghat","336.2","0.16","0.0","0.16","0.0","5.6","11.1","6.7","0.2","0.0"
"8","2012","6","Madhya Pradesh","Balaghat","486.46","0.21","0.0","0.21","0.0","9.95","7.49","5.06","0.06","0.0"
"8","2013","6","Madhya Pradesh","Balaghat","434.08","0.11","0.0","0.11","0.0","7.38","6.33","4.29","0.03","0.0"
"8","2014","6","Madhya Pradesh","Balaghat","449.33","8.0","0.0","8.0","0.0","21.0","8.0","8.0","0.0","0.0"
"8","2015","6","Madhya Pradesh","Balaghat","445.33","0.0","0.0","0.0","0.0","18.0","39.0","14.0","0.0","0.0"
"8","2016","6","Madhya Pradesh","Balaghat","675.33","0.0","0.0","0.0","0.0","27.0","54.0","13.0","0.0","0.0"
"8","2017","6","Madhya Pradesh","Balaghat","395.48","0.0","0.0","0.0","0.0","29.37","91.2","15.66","0.01","0.0"
"9","2009","6","Madhya Pradesh","Chhindwara","14.2","42.2","0.0","42.2","0.0","233.1","58.7","31.6","266.0","26.79"
"9","2010","6","Madhya Pradesh","Chhindwara","30.2","50.55","0.01","50.56","0.11","279.1","57.5","25.0","288.6","45.23"
"9","2011","6","Madhya Pradesh","Chhindwara","43.0","48.85","0.01","48.86","0.13","423.9","125.8","39.5","320.8","31.93"
"9","2012","6","Madhya Pradesh","Chhindwara","38.37","30.87","0.04","30.9","0.0","483.9","124.61","46.57","382.55","6.6"
"9","2013","6","Madhya Pradesh","Chhindwara","28.05","35.21","0.0","35.21","0.0","173.17","105.86","35.17","115.41","6.88"
"9","2014","6","Madhya Pradesh","Chhindwara","48.0","34.0","0.0","34.0","3.0","220.0","37.0","22.0","116.0","1.8"
"9","2015","6","Madhya Pradesh","Chhindwara","54.0","35.0","0.0","35.0","0.0","980.0","99.0","72.0","85.0","1.8"
"9","2016","6","Madhya Pradesh","Chhindwara","53.33","32.0","0.0","32.0","0.0","1071.0","104.0","46.0","96.0","8.64"
"9","2017","6","Madhya Pradesh","Chhindwara","42.06","32.9","0.0","32.9","0.0","1326.45","105.6","46.68","49.95","9.6"
"10","2009","6","Madhya Pradesh","Narsinghpur","14.9","4.5","0.0","4.5","0.0","0.8","162.1","39.6","148.9","0.0"
"10","2010","6","Madhya Pradesh","Narsinghpur","19.5","4.48","0.0","4.48","0.0","0.9","117.0","49.8","138.3","0.0"
"10","2011","6","Madhya Pradesh","Narsinghpur","21.5","5.04","0.0","5.04","0.04","0.9","154.0","53.5","155.8","0.0"
"10","2012","6","Madhya Pradesh","Narsinghpur","17.21","3.85","0.0","3.85","0.0","2.5","135.21","44.38","168.38","0.0"
"10","2013","6","Madhya Pradesh","Narsinghpur","24.99","1.43","0.0","1.43","0.01","1.49","81.21","38.81","40.11","0.0"
"10","2014","6","Madhya Pradesh","Narsinghpur","25.33","8.0","0.0","8.0","4.0","17.0","31.0","40.0","111.0","0.0"
"10","2015","6","Madhya Pradesh","Narsinghpur","89.33","1.0","0.0","1.0","0.0","10.0","113.0","76.0","49.0","0.0"
"10","2016","6","Madhya Pradesh","Narsinghpur","154.66","2.0","0.0","2.0","0.0","7.0","171.0","108.0","72.0","0.0"
"10","2017","6","Madhya Pradesh","Narsinghpur","181.3","1.46","0.0","1.46","2.54","8.84","152.86","103.0","13.62","0.0"
"11","2009","6","Madhya Pradesh","Seoni / Shivani","122.4","3.8","0.0","3.8","0.0","12.7","34.1","7.5","123.4","0.0"
"11","2010","6","Madhya Pradesh","Seoni / Shivani","153.9","4.57","0.02","4.58","0.0","15.1","35.4","9.0","136.6","0.0"
"11","2011","6","Madhya Pradesh","Seoni / Shivani","176.4","2.14","0.0","2.14","0.0","15.1","32.1","13.0","113.4","0.0"
"11","2012","6","Madhya Pradesh","Seoni / Shivani","281.01","3.02","0.0","3.02","0.02","46.98","39.52","16.08","147.69","0.0"
"11","2013","6","Madhya Pradesh","Seoni / Shivani","440.99","0.75","0.0","0.75","0.0","40.52","43.12","17.52","27.47","0.0"
"11","2014","6","Madhya Pradesh","Seoni / Shivani","199.33","3.0","0.0","3.0","0.0","72.0","21.0","18.0","103.0","0.0"
"11","2015","6","Madhya Pradesh","Seoni / Shivani","238.67","0.0","0.0","0.0","0.0","25.0","40.0","22.0","21.0","0.0"
"11","2016","6","Madhya Pradesh","Seoni / Shivani","450.0","0.0","0.0","0.0","0.0","536.0","56.0","18.0","36.0","0.0"
"11","2017","6","Madhya Pradesh","Seoni / Shivani","319.98","1.12","0.0","1.12","0.0","462.56","40.6","22.56","2.73","0.0"
"12","2009","6","Madhya Pradesh","Mandla","106.2","0.2","0.0","0.2","0.0","34.4","7.2","5.6","5.5","0.0"
"12","2010","6","Madhya Pradesh","Mandla","157.5","0.22","0.0","0.22","0.0","44.2","10.2","3.8","7.6","0.0"
"12","2011","6","Madhya Pradesh","Mandla","201.8","0.12","0.0","0.12","0.0","32.1","14.0","6.2","6.6","0.0"
"12","2012","6","Madhya Pradesh","Mandla","212.69","0.2","0.0","0.2","0.0","64.53","9.1","4.97","5.94","0.0"
"12","2013","6","Madhya Pradesh","Mandla","242.15","0.13","0.0","0.13","0.0","65.94","12.79","6.22","5.91","0.0"
"12","2014","6","Madhya Pradesh","Mandla","274.0","4.0","0.0","4.0","0.0","90.0","30.0","24.0","25.0","0.0"
"12","2015","6","Madhya Pradesh","Mandla","365.33","1.0","0.0","1.0","0.0","104.0","53.0","6.0","15.0","0.0"
"12","2016","6","Madhya Pradesh","Mandla","440.66","0.0","0.0","0.0","0.0","112.0","64.0","16.0","14.0","0.0"
"12","2017","6","Madhya Pradesh","Mandla","689.45","10.17","0.0","10.17","0.0","113.89","32.32","20.89","11.29","0.0"
"13","2009","6","Madhya Pradesh","Sagar","3.7","7.4","0.0","7.4","0.1","4.3","169.1","2.6","282.0","0.0"
"13","2010","6","Madhya Pradesh","Sagar","4.5","3.36","0.0","3.36","0.02","4.2","96.2","2.6","406.2","0.0"
"13","2011","6","Madhya Pradesh","Sagar","2.7","2.73","0.0","2.73","0.07","4.5","202.0","3.1","271.3","0.0"
"13","2012","6","Madhya Pradesh","Sagar","3.33","4.04","0.0","4.04","0.07","6.11","218.13","3.4","438.46","0.0"
"13","2013","6","Madhya Pradesh","Sagar","2.09","0.46","0.0","0.46","0.01","1.63","104.15","2.65","149.84","0.0"
"13","2014","6","Madhya Pradesh","Sagar","5.33","5.0","0.0","5.0","0.0","14.0","45.0","12.0","188.0","0.0"
"13","2015","6","Madhya Pradesh","Sagar","2.0","2.0","0.0","2.0","0.0","5.0","179.0","8.0","246.0","0.0"
"13","2016","6","Madhya Pradesh","Sagar","6.0","4.0","0.0","4.0","0.0","6.0","247.0","25.0","155.0","0.0"
"13","2017","6","Madhya Pradesh","Sagar","5.69","15.75","0.0","15.75","0.0","3.78","241.56","24.07","127.13","0.0"
"14","2009","6","Madhya Pradesh","Damoh","37.5","4.9","0.0","4.9","0.0","3.6","161.4","5.4","101.8","0.0"
"14","2010","6","Madhya Pradesh","Damoh","51.9","4.12","0.0","4.12","0.01","3.5","60.4","15.8","85.9","0.0"
"14","2011","6","Madhya Pradesh","Damoh","59.5","5.17","0.0","5.17","2.69","3.6","155.3","16.0","90.5","0.0"
"14","2012","6","Madhya Pradesh","Damoh","55.93","1.91","0.0","1.91","0.02","4.68","151.6","10.92","129.91","0.0"
"14","2013","6","Madhya Pradesh","Damoh","62.31","0.25","0.0","0.25","0.0","2.44","67.39","5.87","64.84","0.0"
"14","2014","6","Madhya Pradesh","Damoh","70.67","2.0","0.0","2.0","5.0","19.0","42.0","18.0","116.0","0.0"
"14","2015","6","Madhya Pradesh","Damoh","82.67","3.0","0.0","3.0","0.0","11.0","173.0","15.0","135.0","0.0"
"14","2016","6","Madhya Pradesh","Damoh","150.0","6.0","0.0","6.0","0.0","9.0","243.0","53.0","60.0","0.0"
"14","2017","6","Madhya Pradesh","Damoh","126.22","7.29","0.0","7.29","0.0","9.74","278.63","52.49","89.78","0.0"
"15","2009","6","Madhya Pradesh","Tikamgarh","5.2","13.0","0.0","13.0","0.0","1.8","34.8","0.1","44.6","0.0"
"15","2010","6","Madhya Pradesh","Tikamgarh","5.4","9.18","0.0","9.18","0.0","2.1","17.3","0.0","39.9","0.0"
"15","2011","6","Madhya Pradesh","Tikamgarh","8.5","4.87","0.0","4.87","0.0","2.6","40.7","0.3","36.0","0.0"
"15","2012","6","Madhya Pradesh","Tikamgarh","5.6","3.09","0.0","3.09","0.03","1.82","18.66","0.02","38.45","0.0"
"15","2013","6","Madhya Pradesh","Tikamgarh","4.01","0.48","0.0","0.48","0.0","0.87","4.86","0.0","33.63","0.0"
"15","2014","6","Madhya Pradesh","Tikamgarh","5.33","1.0","0.0","1.0","0.0","14.0","10.0","0.0","126.0","0.0"
"15","2015","6","Madhya Pradesh","Tikamgarh","0.67","0.0","0.0","0.0","0.0","2.0","16.0","0.0","29.0","0.0"
"15","2016","6","Madhya Pradesh","Tikamgarh","6.0","1.0","0.0","1.0","0.0","2.0","25.0","7.0","20.0","0.0"
"15","2017","6","Madhya Pradesh","Tikamgarh","1.64","2.04","0.0","2.04","0.0","1.79","14.09","0.09","13.49","0.0"
"16","2009","6","Madhya Pradesh","Chhatarpur","4.4","10.0","0.1","10.1","0.1","0.5","94.4","4.5","26.3","0.0"
"16","2010","6","Madhya Pradesh","Chhatarpur","5.5","21.03","0.0","21.03","0.01","0.5","88.8","2.2","31.9","0.0"
"16","2011","6","Madhya Pradesh","Chhatarpur","7.9","12.03","0.0","12.03","0.01","0.3","141.9","3.4","19.6","0.0"
"16","2012","6","Madhya Pradesh","Chhatarpur","2.17","17.27","0.0","17.27","0.0","0.31","117.36","2.13","61.81","0.0"
"16","2013","6","Madhya Pradesh","Chhatarpur","4.75","5.44","1.07","6.51","0.05","0.41","28.07","2.8","52.77","0.0"
"16","2014","6","Madhya Pradesh","Chhatarpur","8.67","3.0","0.0","3.0","3.0","13.0","28.0","13.0","115.0","0.0"
"16","2015","6","Madhya Pradesh","Chhatarpur","2.67","3.0","0.0","3.0","0.0","1.0","42.0","6.0","50.0","0.0"
"16","2016","6","Madhya Pradesh","Chhatarpur","8.66","3.0","0.0","3.0","0.0","1.0","132.0","11.0","45.0","0.0"
"16","2017","6","Madhya Pradesh","Chhatarpur","2.98","16.35","0.0","16.35","0.03","0.93","60.39","5.4","26.09","0.0"
"17","2009","6","Madhya Pradesh","Panna","28.6","7.7","0.0","7.7","0.1","1.3","106.5","4.2","7.8","0.0"
"17","2010","6","Madhya Pradesh","Panna","51.6","11.72","0.01","11.73","0.1","2.4","72.5","1.9","7.8","0.0"
"17","2011","6","Madhya Pradesh","Panna","61.0","9.96","0.0","9.96","0.09","2.9","106.8","6.4","9.8","0.0"
"17","2012","6","Madhya Pradesh","Panna","64.91","10.98","0.0","10.98","0.0","3.86","96.36","4.71","14.6","0.0"
"17","2013","6","Madhya Pradesh","Panna","91.51","3.88","0.0","3.88","0.02","4.73","37.56","10.54","15.87","0.0"
"17","2014","6","Madhya Pradesh","Panna","76.67","4.0","0.0","4.0","3.0","13.0","36.0","18.0","41.0","0.0"
"17","2015","6","Madhya Pradesh","Panna","17.33","3.0","0.0","3.0","0.0","3.0","84.0","11.0","18.0","0.0"
"17","2016","6","Madhya Pradesh","Panna","179.33","8.0","0.0","8.0","0.0","4.0","140.0","26.0","19.0","0.0"
"17","2017","6","Madhya Pradesh","Panna","140.2","17.63","0.0","17.63","0.0","3.51","167.11","27.54","19.3","0.0"
"18","2009","6","Madhya Pradesh","Rewa","79.8","9.1","0.0","9.1","0.3","0.7","53.3","7.4","18.8","0.0"
"18","2010","6","Madhya Pradesh","Rewa","67.5","18.3","0.0","18.3","0.32","0.8","40.7","6.0","18.6","0.0"
"18","2011","6","Madhya Pradesh","Rewa","141.8","13.81","0.0","13.81","0.25","1.0","83.2","14.2","20.5","0.0"
"18","2012","6","Madhya Pradesh","Rewa","199.65","14.35","0.0","14.35","0.05","0.92","70.61","7.87","21.0","0.0"
"18","2013","6","Madhya Pradesh","Rewa","214.11","7.28","0.0","7.28","0.12","1.11","30.88","15.33","47.0","0.0"
"18","2014","6","Madhya Pradesh","Rewa","246.0","18.0","0.0","18.0","3.0","12.0","39.0","34.0","72.0","0.0"
"18","2015","6","Madhya Pradesh","Rewa","114.67","9.0","0.0","9.0","2.0","3.0","64.0","16.0","38.0","0.0"
"18","2016","6","Madhya Pradesh","Rewa","352.0","29.0","0.0","29.0","0.0","6.0","98.0","56.0","41.0","0.0"
"18","2017","6","Madhya Pradesh","Rewa","625.9","58.98","0.0","58.98","13.24","1.82","74.66","22.6","38.85","0.0"
"19","2009","6","Madhya Pradesh","Sidhi","73.4","18.6","0.0","18.6","0.0","35.4","18.2","17.7","0.1","0.0"
"19","2010","6","Madhya Pradesh","Sidhi","91.3","20.92","0.0","20.92","0.01","40.1","14.5","8.9","0.1","0.0"
"19","2011","6","Madhya Pradesh","Sidhi","84.5","21.93","0.0","21.93","0.0","31.8","25.7","18.5","0.1","0.0"
"19","2012","6","Madhya Pradesh","Sidhi","238.24","29.27","0.0","29.27","0.19","70.41","21.74","31.1","0.04","0.0"
"19","2013","6","Madhya Pradesh","Sidhi","172.7","22.04","0.0","22.04","0.0","58.31","24.83","30.53","0.13","0.0"
"19","2014","6","Madhya Pradesh","Sidhi","126.0","23.0","0.0","23.0","0.0","71.0","32.0","50.0","18.0","0.0"
"19","2015","6","Madhya Pradesh","Sidhi","137.33","20.0","0.0","20.0","17.0","86.0","68.0","77.0","2.0","0.0"
"19","2016","6","Madhya Pradesh","Sidhi","348.0","24.0","0.0","24.0","0.0","115.0","83.0","42.0","0.0","0.0"
"19","2017","6","Madhya Pradesh","Sidhi","233.5","52.7","0.0","52.7","76.14","100.02","76.7","59.02","1.57","0.0"
"20","2009","6","Madhya Pradesh","Satna","53.5","2.7","0.0","2.7","0.0","0.5","55.9","7.2","29.7","0.0"
"20","2010","6","Madhya Pradesh","Satna","74.3","3.84","0.0","3.84","0.02","0.6","32.2","3.5","31.8","0.0"
"20","2011","6","Madhya Pradesh","Satna","135.9","2.84","0.0","2.84","0.03","0.6","56.9","9.7","26.1","0.0"
"20","2012","6","Madhya Pradesh","Satna","197.67","3.27","0.0","3.27","0.0","1.23","40.46","7.26","28.15","0.0"
"20","2013","6","Madhya Pradesh","Satna","188.56","2.5","0.0","2.5","0.03","0.54","42.16","4.14","17.45","0.0"
"20","2014","6","Madhya Pradesh","Satna","201.33","4.0","0.0","4.0","3.0","24.0","63.0","33.0","147.0","0.0"
"20","2015","6","Madhya Pradesh","Satna","238.0","2.0","0.0","2.0","0.0","6.0","127.0","23.0","36.0","0.0"
"20","2016","6","Madhya Pradesh","Satna","393.33","15.0","0.0","15.0","0.0","0.0","210.0","59.0","47.0","0.0"
"20","2017","6","Madhya Pradesh","Satna","324.8","18.82","0.0","18.82","0.54","7.29","171.33","115.28","34.8","0.0"
"21","2009","6","Madhya Pradesh","Shahdol","165.9","2.6","0.0","2.6","0.0","18.9","6.1","8.0","3.3","0.0"
"21","2010","6","Madhya Pradesh","Shahdol","227.1","3.67","0.0","3.67","0.0","28.0","4.3","4.5","4.5","0.0"
"21","2011","6","Madhya Pradesh","Shahdol","353.7","2.23","0.0","2.23","0.0","24.9","8.2","10.9","7.2","0.01"
"21","2012","6","Madhya Pradesh","Shahdol","383.9","2.97","0.0","2.97","0.06","47.41","9.97","11.36","11.45","0.0"
"21","2013","6","Madhya Pradesh","Shahdol","484.88","2.68","0.0","2.68","0.0","44.49","18.07","15.13","19.51","0.0"
"21","2014","6","Madhya Pradesh","Shahdol","510.67","3.0","0.0","3.0","4.0","79.0","23.0","26.0","52.0","0.0"
"21","2015","6","Madhya Pradesh","Shahdol","378.0","2.0","0.0","2.0","0.0","84.0","46.0","27.0","16.0","0.0"
"21","2016","6","Madhya Pradesh","Shahdol","583.32","2.0","0.0","2.0","0.0","84.0","46.0","36.0","24.0","0.0"
"21","2017","6","Madhya Pradesh","Shahdol","389.9","6.19","0.0","6.19","0.01","79.21","47.2","39.68","8.46","0.0"
"22","2009","6","Madhya Pradesh","Gwalior","54.1","11.4","0.0","11.4","22.7","0.2","29.7","0.2","7.3","0.0"
"22","2010","6","Madhya Pradesh","Gwalior","64.0","14.43","0.0","14.43","25.91","0.3","30.3","0.2","4.6","0.0"
"22","2011","6","Madhya Pradesh","Gwalior","111.2","8.24","0.0","8.24","27.44","0.3","32.6","0.5","3.2","0.0"
"22","2012","6","Madhya Pradesh","Gwalior","89.43","10.06","0.0","10.06","22.65","0.13","37.23","0.2","14.64","0.0"
"22","2013","6","Madhya Pradesh","Gwalior","135.09","5.56","0.0","5.56","13.65","0.09","20.31","0.4","7.73","0.0"
"22","2014","6","Madhya Pradesh","Gwalior","111.33","4.0","0.0","4.0","14.0","18.0","17.0","3.0","5.0","0.0"
"22","2015","6","Madhya Pradesh","Gwalior","150.0","11.0","0.0","11.0","18.0","0.0","41.0","0.0","5.0","0.0"
"22","2016","6","Madhya Pradesh","Gwalior","95.33","23.0","0.0","23.0","28.0","0.0","69.0","0.0","4.0","0.0"
"22","2017","6","Madhya Pradesh","Gwalior","26.29","33.63","0.0","33.63","19.02","0.53","25.22","0.0","2.62","0.0"
"23","2009","6","Madhya Pradesh","Shivpuri","10.9","6.2","0.0","6.2","17.5","36.3","64.6","0.4","107.5","0.02"
"23","2010","6","Madhya Pradesh","Shivpuri","13.2","4.16","0.0","4.16","19.64","45.3","51.7","0.3","127.4","0.0"
"23","2011","6","Madhya Pradesh","Shivpuri","14.2","1.23","0.0","1.23","17.2","36.0","84.0","0.5","121.5","0.06"
"23","2012","6","Madhya Pradesh","Shivpuri","19.88","0.3","0.0","0.3","15.45","29.13","103.97","0.34","148.36","0.03"
"23","2013","6","Madhya Pradesh","Shivpuri","17.06","0.03","0.0","0.03","7.24","16.86","81.47","0.3","117.08","0.0"
"23","2014","6","Madhya Pradesh","Shivpuri","17.33","1.0","0.0","1.0","12.0","32.0","103.0","4.0","244.0","0.0"
"23","2015","6","Madhya Pradesh","Shivpuri","27.33","2.0","0.0","2.0","7.0","27.0","79.0","1.0","105.0","0.0"
"23","2016","6","Madhya Pradesh","Shivpuri","39.33","0.0","0.0","0.0","21.0","17.0","121.0","0.0","128.0","0.0"
"23","2017","6","Madhya Pradesh","Shivpuri","10.8","0.79","0.0","0.79","12.76","16.63","43.2","0.0","65.38","0.0"
"24","2009","6","Madhya Pradesh","Guna","1.1","5.9","0.0","5.9","0.4","31.5","238.2","0.6","269.2","0.0"
"24","2010","6","Madhya Pradesh","Guna","1.3","8.39","0.0","8.39","0.12","37.7","188.6","1.2","311.9","0.0"
"24","2011","6","Madhya Pradesh","Guna","1.6","7.07","0.0","7.07","0.13","27.3","254.3","1.7","337.1","0.01"
"24","2012","6","Madhya Pradesh","Guna","4.52","3.45","0.0","3.45","0.1","44.81","305.71","0.92","547.06","0.0"
"24","2013","6","Madhya Pradesh","Guna","3.17","2.34","0.0","2.34","0.09","20.36","156.01","1.01","300.79","0.0"
